pigID,group,p.53,p.54,p.55,p.57,p.59,p.60,p.63,p.64,p.396,p.485,p.512,p.513,p.514,p.527,p.541,p.542,p.554,p.555,p.563,p.567,p.575,p.577,p.584,p.587,p.590,p.594,p.599,p.605,p.606,p.608,p.1105,p.1107,p.1110,p.1121,p.1123,p.1125,p.1126,p.1284,p.1299,p.1301,p.1302,p.1303,p.1336,p.1356,p.1358,p.1359,p.1408,p.1411,p.1412,p.1417,p.1419,p.1437,p.1444,p.1476,p.1493,p.1494,p.1498,p.1508,p.1512,p.1516,p.1518,p.1519,p.1549,p.1558,p.1559,p.1561,p.1564,p.1566,p.1572,p.1573,p.1574,p.1585,p.1589,p.1592,p.1603,p.1604,p.1638,p.1640,p.1642,p.1643,p.1648,p.1649,p.1651,p.1659,p.1669,p.1670,p.1712,p.1768,p.1769,p.1827,p.1898,p.1899,p.2132,p.2137,p.2150,p.2183,p.2342,p.2734,p.2829,p.3127,p.3141,p.3147,p.3155,p.4966,p.4970,p.5086,p.5341,p.6146,p.11438,p.11777,p.12035,p.12055,p.12080,p.12102,p.12129,p.15053,p.15076,p.15095,p.15122,p.15128,p.15136,p.15140,p.15308,p.15365,p.15500,p.15650,p.15676,p.15677,p.15686,p.15737,p.15747,p.15753,p.15772,p.15778,p.15821,p.15835,p.15948,p.15949,p.15958,p.15990,p.15996,p.17747,p.17769,p.17805,p.18319,p.18349,p.18362,p.18369,p.18374,p.18467,p.18474,p.18476,p.18494,p.18497,p.19323,p.19324,p.19503,p.19934,p.20488,p.20675,p.20699,p.21023,p.21025,p.21044,p.21047,p.21049,p.21127,p.21183,p.21188,p.22001,p.22110,p.22116,p.22130,p.22132,p.22138,p.22171,p.22189,p.22294,p.23642,p.27414,p.27531,p.27672,p.27710,p.27716,p.27718,p.27728,p.27738,p.30460,p.31453,p.31522,p.31555,p.31609,p.31900,p.31904,p.31928,p.31938,p.32197,p.32198,p.32306,p.32328,p.32342,p.32346,p.32348,p.32350,p.32352,p.32379,p.32393,p.32394,p.32397,p.32398,p.32412,p.32415,p.32418,p.32426,p.32452,p.32489,p.32492,p.32504,p.32511,p.32553,p.32586,p.32599,p.32635,p.32672,p.32675,p.32815,p.32980,p.33228,p.33230,p.33418,p.33422,p.33441,p.33442,p.33447,p.33453,p.33454,p.33477,p.33587,p.33822,p.33871,p.33936,p.33937,p.33939,p.33945,p.33947,p.33950,p.33955,p.33957,p.33959,p.33960,p.33961,p.33969,p.33970,p.33971,p.33972,p.33997,p.34033,p.34035,p.34092,p.34093,p.34214,p.34258,p.34285,p.34384,p.34407,p.34416,p.34419,p.34456,p.34585,p.34666,p.34732,p.35107,p.35114,p.35127,p.35128,p.35130,p.35133,p.35137,p.35157,p.35174,p.35186,p.35253,p.35254,p.35255,p.35256,p.35257,p.35320,p.35322,p.35431,p.35434,p.35436,p.35437,p.35482,p.35490,p.35626,p.35628,p.35631,p.35638,p.35661,p.35669,p.35675,p.35678,p.35687,p.35688,p.35691,p.35718,p.35819,p.35854,p.35855,p.35883,p.35963,p.36103,p.36594,p.36746,p.36747,p.36752,p.36754,p.36768,p.36776,p.36808,p.37077,p.37095,p.37104,p.37231,p.37253,p.37366,p.37418,p.37427,p.37459,p.37478,p.37506,p.37539,p.37752,p.37789,p.38002,p.38075,p.38077,p.38156,p.38313,p.38314,p.38395,p.38637,p.38763,p.38768,p.39270,p.39512,p.39592,p.39627,p.39864,p.39994,p.40008,p.40420,p.40499,p.41419,p.41754,p.42103,p.42315,p.42574,p.42603,p.42629,p.42982,p.43343,p.43400,p.43488,p.43501,p.43502,p.43522,p.43525,p.43588,p.43761,p.43787,p.44552,p.44562,p.44563,p.44621,p.44630,p.44633,p.45413,p.45434,p.45453,p.45968,p.45970,p.46196
213K,CSS,7867097,34161572,387892,9806581,1278264,11342203,1733720,110365504,114093,123774,705354,646423,724017,2135397504,164766,3757623,72956,,,1313891,471803,14476980,17836494,67451872,1008037,2314360,838162,2162659,866475,5751,10466261,25668,429485,125999,1781767,5221014,1379387008,6941588,24806528,3710281,34668140,6913037,4813603,19958,6230005,684754,1624123,4727,21823,18794,,21020496,1007387,7568350,5021792,976454,106781,558950,59892,6454028,348070,,543085,139845,1007043,133147,10109423,256300,401073,265947,81044,22130,63843,849349,,335041,2401680,13031021,86832,1996798,469175008,143246544,80852,,,15592218,210115,153243,43395,14565,59913552,13753,238921,10821,221098,88057,,40997,23559,616018,1971148,446071,393928,618791,93183,7252994,26143,10223930,233830144,676066752,10683,,342019,48858,62522,4271111,17598,,304573824,169324,42379,3226779,12784584,557845,153828,46608,28245,17119,879358,514405,8378,39059,699092,464981,1417206,495152,8365,,4865,43726,289493216,84938,136124,58104,396171,1231445,5200,315122,156198,26341,,30244,391124,26014,414157,8218,169636,37279868,1073430080,913309,1743831,,24600022,7734235,11865,861898,90592,42270,130060,5107,176994,39946,44825,12725,49808,280840,,,64050,138836,137259,14729,262134,11002,709260,53095,487548,198926,3841507,137603,42308,53223,,,2802,23311,434709,601491,485049,62946,7029,544469,584373,232819,645979,156633,102286,10377,52993,40529,58752,9813,8382,,,7317,38442,68673,,3847,,,110812,56867,86636,17777,1544972,163742,68835,200781,251142,128284,621144,107246,173870,1172409,924888,71193,50805,,76265,639222,92935,198404,30362,5402,917518,,3326,641930,129870,7750,47119,29832,8529,412592,22078,1628563,,31010,33008,18064,3176812,,70917,17987,605252,112119,632240,32770,32996,1659129,134317,1310039,,13418,14334,38910,49982,9859,138132,73589,139918,,,65247,7258,,37330,,53934,231120,,7177,16910,173338,106787,442950,,7129,109428,3994,45791,11119,3334203,67730,,175280,126632,19040,327697,15510,17673,18750,244097,192168,5397,93282,36986,,483668,7315421,15054372,38338,501365,,,579385,85423,95284,1163816,102013,12220,379650,1543608,198483,3864,,5181,582660,6987,,,57134,9061,922528,222063,98347,110320,3073,42460,,520479,,108923,616658,692884,156451,24249,18535,,120816,659727,5616,82010,9539,561042,33823,41680,,2425884,7610,21956,,10809,4208,70145,15070,6825937,14675,13862,6297,14404
214E,LAC,1669754,9815229,104317,2800004,190567,1181635,4068846,27717584,16333,314170,343842,182213,723620,699635776,918347,1394485,94335,,,10565461,181629,8627505,4688720,7205298,408874,352620,440077,832541,529369,,7005339,56656,621281,135285,255460,516311,68273856,310004,9947060,529185,8083833,481056,4867502,27029,7959569,329673,,5653,10526,45325,31428,462172,1123463,1559476,5220781,313962,224665,214992,296626,896849,413850,,944754,268771,42872,144939,18942154,724452,730374,67655,71338,23865,3960,7576188,,748733,174626,518498,60199,297755,5967028,49771576,69865,,30655,97156472,160004,70050,49771,,18873394,22162,273237,52805,,33830,12099,94656,10357,193943,299446,1487518,1449617,125502,574465,2152608,,2201498,257156496,10700478,9449,699030,157654,,69806,296504,14796,96651,24437862,51460,32127,6036425,,388132,1454630,42707,72714,26646,,1075048,4018,165373,298343,5392939,386320,205576,5151,70062,57338,49101,4238902,35045,27074,148356,1192428,218002,6497,595693,,66758,15652,88508,276500,14624,454800,10612,587599,35151940,169439376,199649,1546128,78037,4671189,11238668,46958,65497,17247,,49831,4278,110071,125852,32727,18758,218082,49754,18329,1818961,,198059,3313576,1884864,133084,133177,836541,73003,2106846,56767,778652,147513,6848,68488,26890,4918,12710,34380,366865,1234992,545589,186202,,4382463,537433,1822724,381566,176777,132900,31826,153097,53098,297645,20238,20222,12904,307131,15835,29450,122126,3783197,12229,348001,5928,49963,58965,119930,,542855,125570,51215,,695983,836948,379810,120653,174285,1069738,1321164,100137,48820,25439,121406,1550742,65830,792864,92054,10310,702360,,8216,424845,213232,20701,85987,23349,17070,634635,194815,1186441,,1407883,28336,,232475,35629,2651462,90082,391108,136106,19399,21557,42081,8102711,193929,1610589,,10706,18003,45284,61516,22136,25929,41109,52308,,16411,22770,6353,,245916,12277,150095,363456,23718,26892,243729,52828,19104,322322,,6386,87987,6738,11221,5401,4238382,158678,,198248,22927,11081,425511,77138,14101,92446,475823,216363,11058,200199,295770,217514,335125,7321258,20435364,20223,872386,16846,16369,386687,,103700,2294892,205652,17895,5629521,296149216,112956,,26723262,2736,124940,8618,23214,,59865,5561,,250748,,,,27834,,108403,8011,724279,6026585,223829,1968073,95479,16798,,122723,56817352,4446,1338783,9479,434505,122028,71230,74433,663061,8409,19365,,10310,,16548,27953,15477959,,12076,,3970
214H,CSS,911268,6444738,51746,2075676,156685,900840,2770992,30674630,8405,68490,244606,285200,588356,363003776,49059,877912,,,77140,,162674,14487506,9125645,11495869,243491,360865,326704,90982,231360,,5207179,197581,743145,95705,223478,476431,37759752,1015276,1910135,272750,5864725,115072,2996549,21420,6357191,440701,489259,2523,17778,25989,,78745,960208,2231846,1250942,174190,155675,191240,167048,485414,462776,,262901,129357,11112,128392,6472541,141440,453299,72581,227650,30708,7195,724660,36832,437645,183129,71287,28142,65557,3745022,44587336,80076,,,20759512,47866,66980,25873,,16509091,,222084,9272,,53690,86780,,7294,165953,213840,501522,349625,110931,244912,621428,,376508,162362720,9240464,9559,,18152,,20641,312211,13237,,11378557,,21839,6082725,,186815,963449,27507,60856,21046,96655,2762694,3821,143084,104255,2188195,316052,216089,6105,120189,11191,51246,1775671,47100,26960,76814,206306,94771,,126611,,136989,7359,,23993,,523200,10896,383767,5924780,210137264,733792,563820,46758,2338081,4402839,23984,795749,21543,,56381,,185709,79600,9049,2186,101599,43893,15008,333479,,114774,113816,212028,105835,12104,520777,20192,1014583,280225,497079,93128,1469,34157,,5603,3162,6329,32736,492743,604477,54459,,151863,1778443,2235642,547978,52713,44936,2139,26103,3744,52959,18636,48287,4555,98508,4578,10660,158987,2563066,1073,29578,,40888,22067,71905,4120,1911254,359952,76493,20641,209948,86402,383508,97436,50995,344385,550392,74870,67741,22639,24173,220614,33691,299332,22045,5557,1013349,40299,3698,581978,383972,21937,88805,17394,12764,321687,,918237,,51504,27551,,128515,,252842,46823,677290,53435,30608,,7726,2110652,162424,2157788,,11092,13707,31671,35437,24657,45266,95216,101292,52714,32634,68643,,,55248,11184,65232,82296,18636,15445,,137893,13086,154207,,3792,85442,2664,7211,5658,3472296,121410,,106514,,,288658,6197,,6400,143769,157551,3685,74252,54981,192166,421072,7506411,20959756,,134459,28115,16172,275901,,115785,2056648,54896,5155,137063,200243968,84575,2007,10361558,3156,94798,6506,20088,,43215,54947,,465804,,63719,,46007,,44410,8557,500927,311084,168448,56386,5309,,,125822,1012952,2735,63166,9420,95671,18889,8342,45626,797394,5652,24178,21977,22283,,17193,12395,840820,36672,8299,3890,
215G,LAC,10728573,45653612,947345,17918552,1220948,14037827,4821190,143652496,83361,785473,3578764,1036023,351464,2652250112,349558,4151172,689878,,,418541664,750705,15447906,12937078,160255072,7193791,8733154,473941,850245,399309,12383,7574278,,1108108,153268,2080779,6725333,2305273600,6276089,25862246,7029272,48926004,9014268,5024212,33936,7664733,672386,736025,13892,23408,148624,,19996316,817273,10147083,57703600,1168427,234534,1315159,,6536423,196583,,728639,297214,639221,176634,7940841,655576,747925,345876,174748,16213,69537,6401694,341607,1959706,2924183,3603848,41425,1396378,523351840,215130400,140561,126997,,27640454,16853,186882,,57596,77735832,22070,870609,12468,619835,63975,,43460,21230,576774,3117611,3713386,236219,1158731,411193,,65908,19448124,379366144,970233600,7275,1176413,467775,137596,63969,20086964,37747,305611,785941056,168362,78900,5217316,38386364,1184587,273273,58473,22246,20099,405591,1289930,6867,224040,3267610,237159,1684269,631160,20035,50491,31276,222048,528530912,60326,46551,116325,288542,1040966,4462,423733,468128,82830,,129691,537347,86145,1033235,12086,808826,1027400576,1828112896,687737,5217475,152220,15929071,23394372,21989,316021,,123786,155330,,81540,38345,57338,59616,148347,168808,31672,,80531,415391,403068,347959,71834,13213,2092691,214744,488974,809502,10454848,77237,180130,115151,9335,4359,5097,6324,576979,920477,652277,65086,204984,828022,399973,572425,670999,5088510,68675,65408,59614,,103623,18494,18609,,90576,5878,20378,391127,,17954,,,614141,90201,265192,111449,1274425,799927,202044,156610,391310,138771,842564,247982,125519,6765337,2747697,65081,226551,34744,24116,2503674,93598,1253329,27018,20256,1960957,51834,16295,1619146,739886,27948,121710,31467,10563,1064355,54405,1882223,,253514,91229,77062,5722091,,165376,349002,1976421,181552,51646,214634,,1029284,272820,995048,,32602,22865,78486,117281,25277,481120,196476,620741,80675,260517,618616,4582,,134928,5986,14057,207108,,5273,24798,556357,320906,1543726,,,61138,,282798,73440,4064809,219889,50811,404127,232694,131146,1773365,27075,5864,50211,346827,310953,,,,237761,185627,1887000,4138170,46488,1305089,85100,19709,1431924,,191140,3195930,104617,5983,942292,8774223,591214,17545,,5233,1045578,7843,5827,158716,69482,78852,23650772,607292,127096,,9193,56878,8626,352831,12382,312564,539891,832130,737317,190097,5418,,141149,3290231,4862,833843,,241893,171568,431172,,128422,8583,113890,72683,77423,51670,237693,23468,2388816,65178,17442,5076,43178
215K,CSS,8369930,37187944,4160861,15520396,996399,10337075,3070249,131441528,157894,2617691,4606846,593525,617240,2767588096,160283,9224492,933699,,,790734,442575,6559166,8845075,104588880,22357176,6047977,815423,2641164,793345,10467,7277322,18555,1278179,203919,2393707,4993515,2716956928,3901873,27836090,4948610,38376348,13697638,6361163,29787,9096259,473585,907201,28565,32843,155680,30430,33775256,1162235,11808856,93160808,708456,179448,1456978,112068,4555692,366108,,1416862,290535,752987,103475,20617072,3221424,709678,541461,597644,23415,65044,9285250,81377,1887673,2101138,14027975,230241,2800402,340301056,226129392,294845,260150,19428,55135004,41197,108054,,58752,68156800,13699,363452,36297,305052,119776,121869,56380,23233,661638,2116856,6416728,424227,986421,626118,,42823,57009972,666507200,674080896,8015,780242,751434,203373,87842,10631351,84165,787904,512003712,,97840,6598634,8948975,3426070,325828,51315,16646,22032,286240,2294692,4652,98874,3979962,371466,1337673,716319,45130,229317,33596,1027353,474864640,103331,42100,166666,1457872,1080803,6184,484353,316341,91221,,141542,1116182,77694,931378,14219,243976,162006192,1215293056,696149,3429851,144970,16043544,65272564,8029,1713247,27502,67029,88113,3169,149550,30561,113494,64681,150012,93921,,53604,158260,167701,2005350,383501,141986,19622,1351058,512079,513097,651931,12475100,59183,397646,85664,6050,4136,5641,18182,1058970,956205,910299,33382,888417,3376447,1526786,1182288,895156,920413,87023,10937,108188,21897,39421,8448,32588,,105288,5503,77881,283798,6934,5599,12584,,188620,52786,131315,68373,894532,379505,65390,55262,396034,109327,564872,355267,353382,3474700,1755691,56010,95948,,41571,2013497,66189,937063,30143,22446,971495,,16483,716819,227369,26000,87182,39285,11211,334761,114932,1548951,,914835,156237,31808,3887612,160788,288911,77261,799573,167943,52957,90665,62575,1030570,353614,1185291,,22347,13929,70633,48874,25004,226465,86158,450563,,244127,302687,3843,,116641,3377,16861,123939,,10238,28050,237849,89216,774421,,4981,112716,4757,119758,22885,2365909,250593,24088,254206,215594,80512,471795,105263,18223,73552,300806,304029,7702,,18328,303603,459107,4725073,10417161,21218,1775671,,,768627,57492,124341,1826151,177853,10051,3747656,2723123,277789,45822,,,694444,12892,8406,,78289,10431,19641800,352714,79796,,9576,32890,,900542,4605,212548,687524,393204,2026099,543663,27036,,108583,406969,3087,3421787,,326735,27609,1242714,75373,326294,10981,39187,19591,6692,14889,106686,18518,4272036,40866,18957,6925,23163
204A,NEW,949462,4538918,32422,2221349,161332,387134,6795351,4554660,,49487,124932,367941,168273,283446272,72376,610759,75541,,,,205368,546154688,18326782,412342,127187,1291955,378013,8953,150965,,516849,39469,2782190,151419,22348,146580,32221780,482143,4701273,368349,2688737,139525,3771832,23273,4777708,371813,607314,,26484,1535,37229,165282,114839,844231,3341163,153870,313114,1096407,,907153,169004,,168420,397845,31365,19521,9931624,,270942,3406,42879,30578,16710,1297858,,91015,312005,,12612,167819,1609171,22719972,181579,,35285,86695992,47713,240126,39589,10579,3672657,2971,500337,13015,,75884,,24742,8610,63360,6188838,338165,131497,386625,,2372419,,229472,259483760,5649463,10608,,,,10554,13119087,3390,,11262309,,26599,47802,,227595,281451,53561,40625,28418,,307796,7579,159655,824921,1156689,329788,398000,4896,39615,,37074,396264,14999,220026,62984,120597,255271,,43316,,85228,19482,381944,1882123,397234,1710073,60141,799740,287681120,101110736,6661004,12925355,,2381155,378732,35791,193702,53253,,68187,,,67725,,,137782,498825,22672,,,,243848,38669,36313,,615992,75953,724216,63516,282801,151318,22163,88185,6349,,,14236,153946,576277,408308,16131,,1293883,,363605,157057,2759785,37366,1484,15141,,,12000,12092,,31983,,,148769,7504216,3998,,,35612,,494291,45209,1389359,4995206,1340802,,25726,,400540,423676,415593,3006320,5411295,81597,1333744,59329,,355785,81821,52324,,4390,4931796,171207,10886,3696519,925642,,142112,105874,29103,,35625,65622,,12354,156728,64445,171735,125875,,132859,719236,24911,,,,,162625,2746496,5832996,5068,9609,55610,152017,151244,760228,315198,463456,86163,525846,34738,3173,3805,,,,,51887,6505,41493,173830,140254,312776,9246252,6580,86413,2565,20491,24026,,207367,66539,254416,,115869,299040,11455,,,58392,158426,4137,,70121,844146,,,24727,1252309,77551,106163,164212,287460,72971,1034290,3558225,,,65230,7304299,669168,11980,,25785,26045,4584,,,44661,71335,,757193,,55456,1999,104972,154784,1520629,13617,1214144,33189,,2538028,644170,,,78533,,9120,1184209,,,10621,727078,246338,,2430,75713,57398,63716,26422,534236,18265,,288393,29128,5434,
204F,NEW,851911,3919420,,4296004,139384,317155,5605725,4926769,6538,130905,144267,592639,297425,335228320,95175,460791,46538,10725,568955,265260,119908,630604928,21094548,630064,45139,1236307,380793,11597,119172,,332322,28307,2077761,140580,657746,119701,30968554,654953,4061268,458974,1973576,181684,3680270,23233,5328111,221918,517966,,25614,1356,18355,144138,173688,777111,3307955,105124,203493,1344906,24023,552893,,,210727,536762,43753,12202,14277324,73103,402596,111621,968757,23469,15079,1430384,,108973,232925,,10983,184026,3309767,12768195,96863,,60024,93938736,54343,260114,16926,,6470746,,563140,7148,,100887,320300,22654,10042,58340,5794414,539208,479144,429141,12719,2248876,,165106,291568416,6752025,8102,,39957,,7944,10631079,3558,,13430819,,20775,52606,,242329,250540,52887,39444,19684,61370,476844,10719,131113,1014923,2454137,138925,451079,17200,46554,,76315,427836,41631,235411,40933,14423,391868,,22142,28394,72568,23964,217938,1406947,120937,1042579,78193,543146,260053952,106912072,,39919636,,2450849,599161,30318,192035,23225,,41510,,,57655,,,198833,196082,31208,,,,114478,41530,54001,2474,1040897,112879,998558,,456104,86039,11544,60575,4307,,,12100,203839,530012,534789,,129188,1137180,105917,512150,239417,1611527,44315,,30994,2683,53941,11459,,,51169,,,82390,2378573,3331,,,21928,20907,492259,53280,743646,4268917,1394546,,17016,,415297,302960,268589,4861136,6852184,60568,1075058,58482,,783589,83360,48167,,3663,5200763,128391,15348,3181480,1549805,,94083,65712,23344,,17867,48573,,5104,128784,44982,405358,67515,19082,59740,778842,21764,,,,33354,202933,3321951,5337409,4173,9345,37570,154403,122680,655941,380528,579752,134933,563442,47728,2774,3737,23403,,,,44891,,41752,163724,123366,338288,11335969,5744,166573,3600,10385,15753,57954,141551,96418,779334,47090,113771,313070,8130,,,138520,137332,,,59299,443891,,,42840,1243090,115656,142791,155530,422986,57105,751475,2317832,21065,3900,26942,9124494,1848726,8227,,44586,,3028,,,51785,53034,19242,838736,,,,57946,113657,1284759,8006,612167,40626,,1139924,266898,,4185,44895,10716,6930,869014,,,9902,579907,200742,,4730,105326,62390,45123,19414,350329,15126,,367989,23281,6529,5040
205A,NEW,1168955,3514450,13201,4825933,121888,154419,5566697,2848242,,74953,190038,472237,221549,890674048,44089,827069,42101,,321089,357642,179927,418475040,13746160,485845,,3154674,1350915,,103969,,377611,67617,1693042,158290,96730,54299,42520852,349751,2375832,186571,2204344,440694,4518670,30518,5815303,250462,,,29662,,22271,220116,166969,494290,5956142,114456,239120,2085772,82164,897264,,,220412,543062,25221,6115,14650715,121805,254024,15709,26186,30643,21152,1896749,35207,119426,173431,,11875,309995,3252217,17636168,106791,,19650,85428296,84862,183826,30425,,6426418,,772005,6855,,92226,,16215,11262,108667,10986368,755771,436168,429885,,908469,,202111,317841952,7932273,10100,,,,3611,18474328,6585,,17950148,,25396,57345,,198180,224179,51807,24482,17339,,489121,6764,369829,2233844,1405854,365607,416586,6783,43871,2966,26726,997265,42129,228777,58323,,209566,3182,48340,,67048,11372,145138,579799,153919,1408096,39564,610172,1279729920,122812544,,33862476,,4176578,654180,35625,119025,47286,,77995,,21367,51274,,2283,157420,197803,,,,,110873,82549,115323,,573404,78903,692320,,202325,100239,33292,109655,30273,,,21535,114232,641253,325335,,,375971,121845,474100,252786,3621202,39773,,26131,3353,40177,14594,8148,,46003,2976,3231,115853,2255501,6209,,,18920,,510257,35803,1760001,2976455,1118376,,39036,,454887,325533,621831,5559049,6645281,110368,883777,34056,,376726,89447,91418,,4506,4053401,111551,14991,2275938,568845,,115496,81539,29108,,70299,60434,,3750,72688,28616,337642,185149,,99460,450428,15866,,,,87910,306663,3266047,5832996,5800,9580,36319,125717,121804,403056,285849,376704,75465,434336,19908,2354,3284,25475,,,,31493,4224,54400,169860,83242,479937,10777311,3211,91389,3503,11656,14499,63294,169235,67452,758510,36714,102760,207486,5363,,,86557,135105,5578,,65080,1026514,,,59911,909958,201730,180873,136896,214323,101509,698005,2409229,25272,,47945,10326864,4865022,5990,,79658,,5356,,,57701,70998,,981054,,,,72557,147885,1884690,10490,921209,56992,,526650,113346,,,,130744,7388,356143,,,12192,167597,229345,,4592,66709,46314,86033,14889,281431,13128,,360868,32759,6098,5175
205F,NEW,1181766,4621299,,5072488,163694,224791,5376614,4006991,,93882,177692,525186,217289,391761248,,590783,81948,,816217,,270832,504185088,28975048,391007,,2891938,365665,29949,163642,,476632,41208,2291571,220665,161183,92954,46718896,285766,3759562,324543,2430215,462695,5163671,31857,6704465,302873,,5170,25932,2742,42295,270215,224035,649749,6437554,161456,300159,1670659,34323,741408,,,234474,271729,54968,,14524698,384498,727735,28090,56532,31947,14123,2946701,,131622,313208,,10523,324581,3205904,22849242,64282,,11384,72773736,38397,224346,18972,,4238503,,907785,14119,,94712,20591,32282,7636,137301,14784669,1077834,1114675,416025,23868,,,551643,375384256,8269923,13379,,,,,13722535,18042,108509,19042684,,37194,199764,,327085,270498,46439,24965,21488,,418470,10772,229884,1483288,1120588,786640,248852,9558,56475,5107,28227,1325885,,310232,77017,,,1745,53282,,103531,11889,61622,135325,59193,2076830,44969,831603,1019963648,219944544,,24689212,,3775427,524049,27373,139455,66885,,77579,,,39564,,,88440,97630,37850,,,,157373,99069,68531,,890583,105303,1270300,,531310,104541,28376,71082,5976,,,14788,69988,710257,352294,22484,36810,60528,54176,398555,366283,4551158,81912,1883,,1607,36663,14272,17301,,34275,,,174733,6674263,5545,12678,,21391,,500392,30156,1030212,3768638,1062074,,32311,,475604,481270,500447,10951946,5970488,107164,1483431,48081,18936,467462,90808,67659,,3744,4497920,167767,9533,3048912,932275,,140156,118529,34773,,57188,82922,,,92446,35477,282579,127071,,35910,456032,20014,,,,37239,180655,2844118,5463926,5498,10431,34346,113281,154016,445794,286611,400344,82589,462176,26384,2559,2285,46008,,,,28021,7725,52112,123618,89066,479212,11335969,5888,150743,3980,15856,18759,99692,223749,74058,651929,,109301,290578,8371,,,58336,164674,6538,,80406,597930,,,38060,1226965,255640,157489,120755,146911,80264,871037,2409977,38667,,61839,12019138,2330741,8570,,43703,,8270,,,62141,37853,,710263,,,,69232,181512,2247206,18752,1589503,,,184950,48828,,,,512375,7483,80887,,,5971,44559,201217,,2664,73332,65500,47935,16643,340969,17502,,417389,24986,8639,4915
206I,NEW,2752333,5066184,15353,1503692,207236,474832,5478264,6121395,,69073,431056,462856,58717,526510976,63806,510729,56267,,3389485,1421512,140136,606760768,22625542,478181,169148,222139,959034,5984,124866,,849500,106750,2054519,139287,19554,151210,73983336,871689,6358779,487593,3870152,443510,4192933,22754,5018142,476696,725098,,9874,2273,26962,64541,231283,1443579,3997931,137847,284948,2661303,29009,1226060,,,196882,324090,42841,21433,26343820,33665,361778,1932,52763,31656,18075,6195398,,49588,424686,,14596,295820,4796400,28533684,156919,,,92754680,34658,65322,20380,13606,5217960,,651343,12101,,29945,,59034,11232,45644,6462781,399368,206517,622922,18194,2960584,,260900,265152576,8824634,11886,,,,4464,83233264,,190268,18456626,,35398,58041,,3355914,187507,47560,32629,31732,,309083,2997,155798,2789837,1223542,356794,430427,4476,30806,1905,61929,791434,13527,229766,44940,,167355,,78022,,267390,12049,116755,400640,128173,1624762,30405,530486,311703136,128477712,,17592326,136475,5501066,1063925,43742,279935,57231,,95961,,22983,63020,,3196,129278,419632,20104,,,,482970,76353,110099,2573,1207353,242638,875561,120325,534114,125454,75110,68091,52116,,,14661,99815,786414,402796,45656,,184926,153648,960717,102962,3214407,81154,1577,35633,1800,57538,7236,54971,,78498,,5582,156553,4737728,3186,8131,,17276,19317,1997201,35618,1266124,4849553,1173851,,43655,,289522,942273,139592,7747837,8385465,59672,1369653,22234,,422055,97566,62240,16651,4093,3974213,98098,17112,3170407,817754,5528,152143,125541,21775,,44965,149010,,7001,48122,43406,229275,118557,15663,54742,480864,24828,22991,,,,125651,1778249,3727952,3412,6669,18875,339175,85411,463333,301146,352907,75742,436164,27060,6287,3030,9925,,,,77885,5374,17051,173277,114320,812793,22509580,3583,799286,,16648,17182,27078,146463,83770,321130,32506,60607,439553,11574,,,235706,171617,3341,,78237,712141,,35116,39498,978053,67568,103729,139373,287344,73616,1080607,2454886,39972,6699,92610,13982173,1463651,7977,,29119,,5173,,,57320,63123,,745813,22916,65124,2649,40130,24205,726721,6198,542240,54968,,199713,65886,,,31279,224444,5588,101532,,,10218,86622,277429,,3794,57777,41466,56941,17453,412373,15006,,262597,23845,6703,
